sample_id,input,target
754_2,"Watching videos , swiping Weibo and reading novels as a spare machine , it is amazing , but it is inconvenient to bring [ doge ]",notarget:none:none:none
754_3,"It 's very convenient to put in a backpack , barely able to fit in a trouser pocket",notarget:none:none:none
754_4,The configuration is not good any more,notarget:none:none:none
754_5,"The overall use is still very smooth , but the screen is a little bit worse",notarget:none:none:none
754_6,"Sure enough , the "" smooth "" between people is not the same",notarget:none:none:none
754_7,"Shake hand , still used as the main machine now .",notarget:none:none:none
754_8,"I use it as an entertainment spare one [ doge ] , still strong",notarget:none:none:none
754_9,"I really want to change it , but I already have two phones on hand .",notarget:none:none:none
755_0,How is the quality of the screen of the Redmi Dimensity 9000 ? Hot eyes or not,Redmi:quality of the screen:How:other
755_1,"That broken screen of v20 , no matter what mid - range machine to change , it is pleasing to the eye",v20:screen:broken:neg
755_2,Is it that bad ? I changed the findx3 but felt that it was not as comfortable to play with the lights turned off as v20 [ allow sad ],notarget:none:none:none
755_3,"Just turn on the night light , you can hardly see the screen when you walk on the road during the day when the sun is shining",notarget:none:none:none
755_4,"Honor V20 change to any 2000 + machine will not hurt eyes , right ?",notarget:none:none:none
755_5,I just want to change to a better one,notarget:none:none:none
755_6,"720p 30Hz screen , feels okay",notarget:none:none:none
755_7,The battery life is awesome,notarget:none:none:none
756_0,"Is there really some people think that 20w is fast , and they can boast that it is fully charged in half an hour , the ancestral 5w , a little faster can make them feels like heaven ? But do you know that Android and Hongmeng basically start at 65w , and even wireless is more than 50w , some faster is 120w , that is the real 15 minutes from 0 to 100 , not the speed that official website only dare to say 50 % in 30 minutes",notarget:none:none:none
756_1,"So what , what phone do I use is none of your business",notarget:none:none:none
756_2,"It 's normal to use anything , but it 's ridiculous to be of limited outlook and be proud",notarget:none:none:none
756_3,"I am proud of using my mobile phone , why are you so inferior ?",notarget:none:none:none
756_4,"I just switched from the Mi 10 to the Mi 13 . Compared to the charging speed , Apple is really slow , but the power loss condition is much better than that of the Mi 10 .","Apple:charging:slow:neg, Mi 10:loss:much better:pos, Apple:loss:much better:neg"
756_5,"Relatively speaking , the power loss speed of Apple will be slower in daily use , but the small battery ca n't be saved when playing games [ doge ] At present , only the battery life of the 13pro series is indeed better , but after the 15.1 system comes out , various reviews are also saying that the battery life has plummeted , but unfortunately I have n't got my pm yet .","Apple:games:can't be saved:neg, 13pro series:battery life:indeed better:pos, 13pro series:15.1 system:plummeted:neg"
756_6,"Only talk about the speed and not the actual use experience , are you ethical ? iOS 3500mAh battery can last longer than Android 5000mAh battery , why do n't you say this ?",iOS:battery:longer:pos
756_7,"Three thousand five is longer than five thousand , you really dare to say . Not to say something else , I have really used a 5000hA Android phone to play games with a friend 's iPhoneXSmax 3170mA. I believe it 's not much different from the 3500 . When I have half of the battery left , his phone is not only hot but also dead",notarget:none:none:none
757_0,"I switched from 13promax to 13pro because it was too heavy . I also like the big screen , but I ca n't help it . The hand feel is too bad . Add the case and film are more than 270 g , and my little finger ca n't hold it . But the pro uses an ultra - thin case or pitaka carbon fiber , it feels really good . As for the battery life , the max is definitely the best , but the pro gives me the feeling that it is enough to use . Watch dramas I have an ipad . When I go out , the size of the pro is more like a mobile phone . I wo n't choose max unless it can reduce the weight and thickness in the future haha","13promax:feel:too bad:neg, 13pro:feels:good:pos, max:battery life:definitely the best:pos"
757_1,"It 's perfectly fine for a big man . The pro is top - heavy . Really a nonsense . The two are almost the same in hands , and the perception is not obvious . After using the max for more than a month , I feel that the proportion is better and comfortable instead . 😅",notarget:none:none:none
757_2,"Where am I talking nonsense ? I said it , I also like the big screen , but it 's too heavy , it varies from person to person . If you do n't think it 's heavy , then it 's not heavy , you 're so funny",notarget:none:none:none
757_3,"I really hope that the appearance of the Pro will be the same material as the non - Pro in the future , so light","Pro:appearance:hope:pos, non-Pro:material:hope:pos"
757_4,"I also hope to have a 6.3 - inch pro . The 6.1 is slightly smaller , and the 6.7 is like a big brick . Imagination is always beautiful .",notarget:none:none:none
757_5,"You change the film to Schott . Thin and light , especially silky",notarget:none:none:none
758_0,"See if there are any needs for the rear camera . Honestly , the rear of civi is too much . . .",civi:rear:too much:neg
758_1,"I compared it with Mi 11 . About the post camera , I feel that the Xiaomi Mi 11 is still a bit worse . The 100 million pixels of Xiaomi Mi 11 are really bad .","Mi 11:post camera:a bit worse:neg, Xiaomi Mi 11:100 million pixels:bad:neg"
758_2,"I have a Mi 10pro , and I think whether resolution , white balance , or filming rate , the hmx of ois is better . . . Could it be 11 negative optimization ?","ois:resolution:better:pos, ois:white balance:better:pos, ois:filming rate:better:pos, Mi 10pro:resolution:better:neg, Mi 10pro:white balance:better:neg, Mi 10pro:filming rate:better:neg"
758_3,Xiaomi Mi 11 camera optimization is really not good,Xiaomi Mi 11:camera:not good:neg
758_4,"To be honest , it 's okay , it 's not much different from the flagship machine .",notarget:none:none:none
758_5,"My evaluation is : in 2000 level , it is still considered the level behind",notarget:none:none:none
758_6,Is Civi bad for taking pictures ?,Civi:taking pictures:bad:other
759_0,"I have used this mix2 for nearly 4 years , 6 + 128 , and still feel that the performance is excessive , the program is opened in seconds , and the battery life and fast charging are also very satisfied .","mix2:performance:excessive:pos, mix2:battery life:very satisfied:pos, mix2:fast charging:very satisfied:pos"
759_1,"My mix2s has been bite the dust , and it is super hot when play games .",mix2s:play games:super hot:neg
759_2,"I do n't play games [ allow sadness ] [ allow sadness ] Just the daily application such as WeChat and Taobao , 835 + 6 G storage is indeed excess",notarget:none:none:none
759_3,"I only play King of glory occasionally , and I think 835 is better than 845",notarget:none:none:none
759_4,[ Longing ] Let 's see how long my 10Pro can be used~,notarget:none:none:none
759_5,"At least 5 years , miui sets the lock screen to clear the background , and only keeps individual software that starts automatically . The speed is really fast , and it will not slow down for a few years , but it will not work for users who must keep the background .",notarget:none:none:none
760_0,"Xiaomi cc9pro , if you can still buy it . Entry performance , flagship camera configuration . With this new Snapdragon 8 , none of the cameras can beat it","Xiaomi cc9pro:performance:Entry:other, Xiaomi cc9pro:camera:flagship:pos"
760_1,cc9p is too stuck .,notarget:none:none:none
760_2,"It 's fine , miui12.5 animations are well done , making up for some regrets that the app is stuck when starting",miui12.5:animations:well done:pos
760_3,Is 730 g still usable ? [ Doraemon is scared ],notarget:none:none:none
760_4,"I am using it . Now mobile phones are like computers . Celeron is also watching videos and typing ... When I bought it , 5 G just came out . I thought that 4 G phones would be eliminated in two years . Now looking at the new mobile phone around 5000 , the camera is not as comprehensive as this machine . Probably still need to use it for another two years",notarget:none:none:none
760_5,Then why do n't you buy 10u [ dirty ],notarget:none:none:none
760_6,Probably because it 's expensive,notarget:none:none:none
